indice,timestamp,regiao,consumo,capacidade,prioridade,custo
392,2026-01-17 08:00:00,Nordeste,762.04,1200.0,4,320.06
393,2026-01-17 09:00:00,Norte,497.25,800.0,4,208.84
394,2026-01-17 10:00:00,Centro-Oeste,646.62,950.0,1,271.58
395,2026-01-17 11:00:00,Sudeste,999.3,1450.0,5,419.71
396,2026-01-17 12:00:00,Sul,737.29,1050.0,3,309.66
397,2026-01-17 13:00:00,Nordeste,953.95,1200.0,1,400.66
398,2026-01-17 14:00:00,Norte,578.15,800.0,4,242.82
399,2026-01-17 15:00:00,Centro-Oeste,687.44,950.0,1,288.72
400,2026-01-17 16:00:00,Sudeste,1092.52,1450.0,5,458.86
401,2026-01-17 17:00:00,Sul,803.89,1050.0,2,337.63
402,2026-01-17 18:00:00,Nordeste,1011.89,1200.0,2,424.99
403,2026-01-17 19:00:00,Norte,698.78,800.0,4,293.49
404,2026-01-17 20:00:00,Centro-Oeste,789.89,950.0,3,331.75
405,2026-01-17 21:00:00,Sudeste,1154.28,1450.0,5,484.8
406,2026-01-17 22:00:00,Sul,708.5,1050.0,2,297.57
407,2026-01-17 23:00:00,Nordeste,679.09,1200.0,4,285.22
408,2026-01-18 00:00:00,Norte,390.41,800.0,3,163.97
409,2026-01-18 01:00:00,Centro-Oeste,426.26,950.0,4,179.03
410,2026-01-18 02:00:00,Sudeste,643.73,1450.0,5,270.37
411,2026-01-18 03:00:00,Sul,417.19,1050.0,2,175.22
412,2026-01-18 04:00:00,Nordeste,475.15,1200.0,3,199.56
413,2026-01-18 05:00:00,Norte,346.73,800.0,4,145.62
414,2026-01-18 06:00:00,Centro-Oeste,466.69,950.0,4,196.01
415,2026-01-18 07:00:00,Sudeste,832.63,1450.0,5,349.71
416,2026-01-18 08:00:00,Sul,611.56,1050.0,1,256.86
417,2026-01-18 09:00:00,Nordeste,844.06,1200.0,3,354.51
418,2026-01-18 10:00:00,Norte,521.82,800.0,3,219.17
419,2026-01-18 11:00:00,Centro-Oeste,688.29,950.0,3,289.08
420,2026-01-18 12:00:00,Sudeste,1049.91,1450.0,5,440.96
421,2026-01-18 13:00:00,Sul,834.06,1050.0,4,350.31
422,2026-01-18 14:00:00,Nordeste,913.28,1200.0,1,383.58
423,2026-01-18 15:00:00,Norte,596.57,800.0,2,250.56
424,2026-01-18 16:00:00,Centro-Oeste,706.14,950.0,1,296.58
425,2026-01-18 17:00:00,Sudeste,1274.17,1450.0,5,535.15
426,2026-01-18 18:00:00,Sul,943.28,1050.0,4,396.18
427,2026-01-18 19:00:00,Nordeste,1064.49,1200.0,1,447.08
428,2026-01-18 20:00:00,Norte,696.61,800.0,2,292.58
429,2026-01-18 21:00:00,Centro-Oeste,741.57,950.0,4,311.46
430,2026-01-18 22:00:00,Sudeste,915.12,1450.0,5,384.35
431,2026-01-18 23:00:00,Sul,575.5,1050.0,3,241.71
432,2026-01-19 00:00:00,Nordeste,592.56,1200.0,2,248.88
433,2026-01-19 01:00:00,Norte,365.31,800.0,1,153.43
434,2026-01-19 02:00:00,Centro-Oeste,436.25,950.0,1,183.23
435,2026-01-19 03:00:00,Sudeste,555.65,1450.0,5,233.37
436,2026-01-19 04:00:00,Sul,430.27,1050.0,1,180.71
437,2026-01-19 05:00:00,Nordeste,501.51,1200.0,1,210.63
438,2026-01-19 06:00:00,Norte,404.92,800.0,3,170.07
439,2026-01-19 07:00:00,Centro-Oeste,503.18,950.0,3,211.33
440,2026-01-19 08:00:00,Sudeste,935.51,1450.0,5,392.91
441,2026-01-19 09:00:00,Sul,746.7,1050.0,1,313.62
442,2026-01-19 10:00:00,Nordeste,872.38,1200.0,1,366.4
443,2026-01-19 11:00:00,Norte,575.58,800.0,3,241.74
444,2026-01-19 12:00:00,Centro-Oeste,681.34,950.0,2,286.16
445,2026-01-19 13:00:00,Sudeste,1102.55,1450.0,5,463.07
446,2026-01-19 14:00:00,Sul,793.45,1050.0,1,333.25
447,2026-01-19 15:00:00,Nordeste,949.88,1200.0,2,398.95
448,2026-01-19 16:00:00,Norte,653.08,800.0,4,274.29
449,2026-01-19 17:00:00,Centro-Oeste,725.08,950.0,4,304.54
450,2026-01-19 18:00:00,Sudeste,1227.97,1450.0,5,515.75
451,2026-01-19 19:00:00,Sul,904.93,1050.0,1,380.07
452,2026-01-19 20:00:00,Nordeste,1032.68,1200.0,3,433.72
453,2026-01-19 21:00:00,Norte,593.52,800.0,3,249.28
454,2026-01-19 22:00:00,Centro-Oeste,625.89,950.0,1,262.87
455,2026-01-19 23:00:00,Sudeste,795.55,1450.0,5,334.13
456,2026-01-20 00:00:00,Sul,517.9,1050.0,2,217.52
457,2026-01-20 01:00:00,Nordeste,581.39,1200.0,4,244.18
458,2026-01-20 02:00:00,Norte,337.38,800.0,1,141.7
459,2026-01-20 03:00:00,Centro-Oeste,411.28,950.0,1,172.74
460,2026-01-20 04:00:00,Sudeste,581.6,1450.0,5,244.27
461,2026-01-20 05:00:00,Sul,425.35,1050.0,1,178.65
462,2026-01-20 06:00:00,Nordeste,598.35,1200.0,2,251.31
463,2026-01-20 07:00:00,Norte,436.62,800.0,1,183.38
464,2026-01-20 08:00:00,Centro-Oeste,621.98,950.0,3,261.23
465,2026-01-20 09:00:00,Sudeste,987.03,1450.0,5,414.55
466,2026-01-20 10:00:00,Sul,779.04,1050.0,3,327.2
467,2026-01-20 11:00:00,Nordeste,861.16,1200.0,3,361.69
468,2026-01-20 12:00:00,Norte,610.45,800.0,3,256.39
469,2026-01-20 13:00:00,Centro-Oeste,684.04,950.0,3,287.3
470,2026-01-20 14:00:00,Sudeste,1105.58,1450.0,5,464.34
471,2026-01-20 15:00:00,Sul,878.74,1050.0,3,369.07
472,2026-01-20 16:00:00,Nordeste,1063.37,1200.0,2,446.62
473,2026-01-20 17:00:00,Norte,613.65,800.0,2,257.73
474,2026-01-20 18:00:00,Centro-Oeste,863.13,950.0,1,362.51
475,2026-01-20 19:00:00,Sudeste,1242.63,1450.0,5,521.9
476,2026-01-20 20:00:00,Sul,928.73,1050.0,3,390.07
477,2026-01-20 21:00:00,Nordeste,896.6,1200.0,3,376.57
478,2026-01-20 22:00:00,Norte,524.3,800.0,4,220.21
479,2026-01-20 23:00:00,Centro-Oeste,521.77,950.0,2,219.15
480,2026-01-21 00:00:00,Sudeste,739.79,1450.0,5,310.71
481,2026-01-21 01:00:00,Sul,507.82,1050.0,4,213.28
482,2026-01-21 02:00:00,Nordeste,533.57,1200.0,1,224.1
483,2026-01-21 03:00:00,Norte,309.07,800.0,1,129.81
484,2026-01-21 04:00:00,Centro-Oeste,375.36,950.0,3,157.65
485,2026-01-21 05:00:00,Sudeste,630.73,1450.0,5,264.91
486,2026-01-21 06:00:00,Sul,486.13,1050.0,3,204.17
487,2026-01-21 07:00:00,Nordeste,700.45,1200.0,4,294.19
488,2026-01-21 08:00:00,Norte,478.45,800.0,2,200.95
489,2026-01-21 09:00:00,Centro-Oeste,674.08,950.0,3,283.11
490,2026-01-21 10:00:00,Sudeste,1061.75,1450.0,5,445.93
491,2026-01-21 11:00:00,Sul,719.98,1050.0,1,302.39
492,2026-01-21 12:00:00,Nordeste,991.77,1200.0,1,416.54
493,2026-01-21 13:00:00,Norte,634.12,800.0,3,266.33
494,2026-01-21 14:00:00,Centro-Oeste,726.13,950.0,1,304.98
495,2026-01-21 15:00:00,Sudeste,1177.28,1450.0,5,494.46
496,2026-01-21 16:00:00,Sul,898.04,1050.0,3,377.18
497,2026-01-21 17:00:00,Nordeste,988.94,1200.0,2,415.36
498,2026-01-21 18:00:00,Norte,721.89,800.0,2,303.19
499,2026-01-21 19:00:00,Centro-Oeste,806.89,950.0,1,338.89
500,2026-01-21 20:00:00,Sudeste,1117.12,1450.0,5,469.19
501,2026-01-21 21:00:00,Sul,814.31,1050.0,3,342.01
502,2026-01-21 22:00:00,Nordeste,754.11,1200.0,3,316.73
503,2026-01-21 23:00:00,Norte,447.38,800.0,2,187.9
504,2026-01-22 00:00:00,Centro-Oeste,504.06,950.0,2,211.71
505,2026-01-22 01:00:00,Sudeste,660.63,1450.0,5,277.46
506,2026-01-22 02:00:00,Sul,432.03,1050.0,1,181.45
507,2026-01-22 03:00:00,Nordeste,519.15,1200.0,2,218.04
508,2026-01-22 04:00:00,Norte,348.73,800.0,1,146.46
509,2026-01-22 05:00:00,Centro-Oeste,385.0,950.0,3,161.7
510,2026-01-22 06:00:00,Sudeste,700.45,1450.0,5,294.19
511,2026-01-22 07:00:00,Sul,631.7,1050.0,2,265.31
512,2026-01-22 08:00:00,Nordeste,717.42,1200.0,4,301.32
513,2026-01-22 09:00:00,Norte,529.54,800.0,2,222.4
514,2026-01-22 10:00:00,Centro-Oeste,722.45,950.0,3,303.43
515,2026-01-22 11:00:00,Sudeste,1105.41,1450.0,5,464.27
516,2026-01-22 12:00:00,Sul,783.04,1050.0,4,328.87
517,2026-01-22 13:00:00,Nordeste,1009.43,1200.0,2,423.96
518,2026-01-22 14:00:00,Norte,613.24,800.0,4,257.56
519,2026-01-22 15:00:00,Centro-Oeste,800.21,950.0,2,336.09
520,2026-01-22 16:00:00,Sudeste,1124.31,1450.0,5,472.21
521,2026-01-22 17:00:00,Sul,932.1,1050.0,3,391.48
522,2026-01-22 18:00:00,Nordeste,1071.31,1200.0,1,449.95
523,2026-01-22 19:00:00,Norte,703.92,800.0,3,295.65
524,2026-01-22 20:00:00,Centro-Oeste,801.83,950.0,3,336.77
525,2026-01-22 21:00:00,Sudeste,1112.38,1450.0,5,467.2
526,2026-01-22 22:00:00,Sul,671.76,1050.0,3,282.14
527,2026-01-22 23:00:00,Nordeste,747.88,1200.0,1,314.11
528,2026-01-23 00:00:00,Norte,395.65,800.0,4,166.17
529,2026-01-23 01:00:00,Centro-Oeste,478.96,950.0,2,201.16
530,2026-01-23 02:00:00,Sudeste,608.62,1450.0,5,255.62
531,2026-01-23 03:00:00,Sul,429.91,1050.0,2,180.56
532,2026-01-23 04:00:00,Nordeste,474.83,1200.0,2,199.43
533,2026-01-23 05:00:00,Norte,328.51,800.0,3,137.98
534,2026-01-23 06:00:00,Centro-Oeste,459.28,950.0,3,192.9
535,2026-01-23 07:00:00,Sudeste,877.84,1450.0,5,368.69
536,2026-01-23 08:00:00,Sul,647.97,1050.0,2,272.15
537,2026-01-23 09:00:00,Nordeste,892.82,1200.0,2,374.98
538,2026-01-23 10:00:00,Norte,589.34,800.0,3,247.52
539,2026-01-23 11:00:00,Centro-Oeste,698.91,950.0,1,293.54
540,2026-01-23 12:00:00,Sudeste,1079.34,1450.0,5,453.32
541,2026-01-23 13:00:00,Sul,847.77,1050.0,2,356.06
542,2026-01-23 14:00:00,Nordeste,980.68,1200.0,1,411.88
543,2026-01-23 15:00:00,Norte,638.25,800.0,2,268.07
544,2026-01-23 16:00:00,Centro-Oeste,716.79,950.0,1,301.05
545,2026-01-23 17:00:00,Sudeste,1162.15,1450.0,5,488.1
546,2026-01-23 18:00:00,Sul,956.77,1050.0,2,401.84
547,2026-01-23 19:00:00,Nordeste,1112.94,1200.0,4,467.43
548,2026-01-23 20:00:00,Norte,624.95,800.0,3,262.48
549,2026-01-23 21:00:00,Centro-Oeste,718.81,950.0,4,301.9
550,2026-01-23 22:00:00,Sudeste,976.19,1450.0,5,410.0
551,2026-01-23 23:00:00,Sul,601.32,1050.0,2,252.55
552,2026-01-24 00:00:00,Nordeste,607.21,1200.0,3,255.03
553,2026-01-24 01:00:00,Norte,360.31,800.0,3,151.33
554,2026-01-24 02:00:00,Centro-Oeste,436.45,950.0,1,183.31
555,2026-01-24 03:00:00,Sudeste,560.82,1450.0,5,235.54
556,2026-01-24 04:00:00,Sul,393.08,1050.0,3,165.09
557,2026-01-24 05:00:00,Nordeste,583.26,1200.0,1,244.97
558,2026-01-24 06:00:00,Norte,399.47,800.0,2,167.78
559,2026-01-24 07:00:00,Centro-Oeste,536.54,950.0,1,225.35
560,2026-01-24 08:00:00,Sudeste,882.09,1450.0,5,370.48
561,2026-01-24 09:00:00,Sul,737.26,1050.0,3,309.65
562,2026-01-24 10:00:00,Nordeste,874.25,1200.0,3,367.19
563,2026-01-24 11:00:00,Norte,564.8,800.0,4,237.22
564,2026-01-24 12:00:00,Centro-Oeste,764.71,950.0,3,321.18
565,2026-01-24 13:00:00,Sudeste,1066.0,1450.0,5,447.72
566,2026-01-24 14:00:00,Sul,809.71,1050.0,1,340.08
567,2026-01-24 15:00:00,Nordeste,962.42,1200.0,3,404.22
568,2026-01-24 16:00:00,Norte,667.68,800.0,3,280.43
569,2026-01-24 17:00:00,Centro-Oeste,777.01,950.0,3,326.34
570,2026-01-24 18:00:00,Sudeste,1278.41,1450.0,5,536.93
571,2026-01-24 19:00:00,Sul,881.58,1050.0,2,370.26
572,2026-01-24 20:00:00,Nordeste,979.17,1200.0,2,411.25
573,2026-01-24 21:00:00,Norte,640.15,800.0,1,268.86
574,2026-01-24 22:00:00,Centro-Oeste,671.4,950.0,3,281.99
575,2026-01-24 23:00:00,Sudeste,867.41,1450.0,5,364.31
576,2026-01-25 00:00:00,Sul,531.74,1050.0,1,223.33
577,2026-01-25 01:00:00,Nordeste,583.86,1200.0,2,245.22
578,2026-01-25 02:00:00,Norte,321.21,800.0,3,134.91
579,2026-01-25 03:00:00,Centro-Oeste,400.56,950.0,1,168.24
580,2026-01-25 04:00:00,Sudeste,553.15,1450.0,5,232.32
581,2026-01-25 05:00:00,Sul,444.2,1050.0,1,186.56
582,2026-01-25 06:00:00,Nordeste,628.81,1200.0,2,264.1
583,2026-01-25 07:00:00,Norte,454.17,800.0,3,190.75
584,2026-01-25 08:00:00,Centro-Oeste,612.76,950.0,3,257.36
585,2026-01-25 09:00:00,Sudeste,977.92,1450.0,5,410.73
586,2026-01-25 10:00:00,Sul,799.82,1050.0,3,335.92
587,2026-01-25 11:00:00,Nordeste,947.74,1200.0,4,398.05
588,2026-01-25 12:00:00,Norte,659.5,800.0,4,276.99
589,2026-01-25 13:00:00,Centro-Oeste,744.79,950.0,2,312.81
590,2026-01-25 14:00:00,Sudeste,1238.79,1450.0,5,520.29
591,2026-01-25 15:00:00,Sul,777.32,1050.0,3,326.48
592,2026-01-25 16:00:00,Nordeste,1050.85,1200.0,4,441.36
593,2026-01-25 17:00:00,Norte,628.24,800.0,3,263.86
594,2026-01-25 18:00:00,Centro-Oeste,814.1,950.0,2,341.92
595,2026-01-25 19:00:00,Sudeste,1244.56,1450.0,5,522.72
596,2026-01-25 20:00:00,Sul,909.63,1050.0,1,382.04
597,2026-01-25 21:00:00,Nordeste,949.65,1200.0,3,398.85
598,2026-01-25 22:00:00,Norte,503.91,800.0,3,211.64
599,2026-01-25 23:00:00,Centro-Oeste,568.19,950.0,3,238.64
600,2026-01-26 00:00:00,Sudeste,778.84,1450.0,5,327.11
601,2026-01-26 01:00:00,Sul,514.77,1050.0,3,216.21
602,2026-01-26 02:00:00,Nordeste,529.35,1200.0,3,222.33
603,2026-01-26 03:00:00,Norte,313.5,800.0,2,131.67
604,2026-01-26 04:00:00,Centro-Oeste,356.63,950.0,3,149.78
605,2026-01-26 05:00:00,Sudeste,624.65,1450.0,5,262.35
606,2026-01-26 06:00:00,Sul,560.69,1050.0,3,235.49
607,2026-01-26 07:00:00,Nordeste,749.5,1200.0,4,314.79
608,2026-01-26 08:00:00,Norte,540.06,800.0,1,226.83
609,2026-01-26 09:00:00,Centro-Oeste,645.71,950.0,1,271.2
610,2026-01-26 10:00:00,Sudeste,1104.09,1450.0,5,463.72
611,2026-01-26 11:00:00,Sul,802.32,1050.0,2,336.98
612,2026-01-26 12:00:00,Nordeste,1030.03,1200.0,1,432.61
613,2026-01-26 13:00:00,Norte,604.32,800.0,3,253.81
614,2026-01-26 14:00:00,Centro-Oeste,782.64,950.0,1,328.71
615,2026-01-26 15:00:00,Sudeste,1256.94,1450.0,5,527.91
616,2026-01-26 16:00:00,Sul,852.74,1050.0,1,358.15
617,2026-01-26 17:00:00,Nordeste,1099.53,1200.0,1,461.8
618,2026-01-26 18:00:00,Norte,697.83,800.0,1,293.09
619,2026-01-26 19:00:00,Centro-Oeste,799.6,950.0,2,335.83
620,2026-01-26 20:00:00,Sudeste,1250.51,1450.0,5,525.22
621,2026-01-26 21:00:00,Sul,781.45,1050.0,3,328.21
622,2026-01-26 22:00:00,Nordeste,808.07,1200.0,4,339.39
623,2026-01-26 23:00:00,Norte,481.45,800.0,4,202.21
624,2026-01-27 00:00:00,Centro-Oeste,443.88,950.0,3,186.43
625,2026-01-27 01:00:00,Sudeste,674.6,1450.0,5,283.33
626,2026-01-27 02:00:00,Sul,491.41,1050.0,2,206.39
627,2026-01-27 03:00:00,Nordeste,475.09,1200.0,4,199.54
628,2026-01-27 04:00:00,Norte,317.13,800.0,3,133.2
629,2026-01-27 05:00:00,Centro-Oeste,442.35,950.0,2,185.79
630,2026-01-27 06:00:00,Sudeste,768.57,1450.0,5,322.8
631,2026-01-27 07:00:00,Sul,554.46,1050.0,1,232.87
632,2026-01-27 08:00:00,Nordeste,808.26,1200.0,1,339.47
633,2026-01-27 09:00:00,Norte,530.87,800.0,3,222.97
634,2026-01-27 10:00:00,Centro-Oeste,723.58,950.0,3,303.9
635,2026-01-27 11:00:00,Sudeste,1059.94,1450.0,5,445.17
636,2026-01-27 12:00:00,Sul,782.82,1050.0,4,328.79
637,2026-01-27 13:00:00,Nordeste,1007.66,1200.0,2,423.22
638,2026-01-27 14:00:00,Norte,686.54,800.0,4,288.35
639,2026-01-27 15:00:00,Centro-Oeste,804.77,950.0,4,338.0
640,2026-01-27 16:00:00,Sudeste,1182.47,1450.0,5,496.64
641,2026-01-27 17:00:00,Sul,891.25,1050.0,3,374.33
642,2026-01-27 18:00:00,Nordeste,1134.49,1200.0,3,476.48
643,2026-01-27 19:00:00,Norte,731.73,800.0,2,307.33
644,2026-01-27 20:00:00,Centro-Oeste,844.58,950.0,1,354.72
645,2026-01-27 21:00:00,Sudeste,1065.08,1450.0,5,447.33
646,2026-01-27 22:00:00,Sul,744.29,1050.0,2,312.6
647,2026-01-27 23:00:00,Nordeste,731.18,1200.0,4,307.1
648,2026-01-28 00:00:00,Norte,411.88,800.0,3,172.99
649,2026-01-28 01:00:00,Centro-Oeste,424.36,950.0,1,178.23
650,2026-01-28 02:00:00,Sudeste,635.2,1450.0,5,266.78
651,2026-01-28 03:00:00,Sul,441.76,1050.0,3,185.54
652,2026-01-28 04:00:00,Nordeste,472.05,1200.0,1,198.26
653,2026-01-28 05:00:00,Norte,364.2,800.0,4,152.97
654,2026-01-28 06:00:00,Centro-Oeste,460.03,950.0,3,193.21
655,2026-01-28 07:00:00,Sudeste,901.58,1450.0,5,378.66
656,2026-01-28 08:00:00,Sul,680.26,1050.0,2,285.71
657,2026-01-28 09:00:00,Nordeste,899.02,1200.0,2,377.59
658,2026-01-28 10:00:00,Norte,568.09,800.0,4,238.6
659,2026-01-28 11:00:00,Centro-Oeste,690.33,950.0,3,289.94
660,2026-01-28 12:00:00,Sudeste,1039.36,1450.0,5,436.53
661,2026-01-28 13:00:00,Sul,766.77,1050.0,4,322.04
662,2026-01-28 14:00:00,Nordeste,1010.19,1200.0,1,424.28
663,2026-01-28 15:00:00,Norte,653.64,800.0,3,274.53
664,2026-01-28 16:00:00,Centro-Oeste,774.03,950.0,1,325.09
665,2026-01-28 17:00:00,Sudeste,1610.26,1450.0,5,774.19
666,2026-01-28 18:00:00,Sul,1238.64,1050.0,2,642.62
667,2026-01-28 19:00:00,Nordeste,1351.04,1200.0,4,660.96
668,2026-01-28 20:00:00,Norte,839.4,800.0,1,375.29
669,2026-01-28 21:00:00,Centro-Oeste,899.69,950.0,1,377.87
670,2026-01-28 22:00:00,Sudeste,1239.77,1450.0,5,520.7
671,2026-01-28 23:00:00,Sul,798.69,1050.0,2,335.45
672,2026-01-29 00:00:00,Nordeste,769.42,1200.0,2,323.16
673,2026-01-29 01:00:00,Norte,357.73,800.0,3,150.25
674,2026-01-29 02:00:00,Centro-Oeste,410.46,950.0,4,172.39
675,2026-01-29 03:00:00,Sudeste,569.03,1450.0,5,238.99
676,2026-01-29 04:00:00,Sul,403.77,1050.0,1,169.58
677,2026-01-29 05:00:00,Nordeste,529.42,1200.0,1,222.36
678,2026-01-29 06:00:00,Norte,579.9,800.0,1,243.56
679,2026-01-29 07:00:00,Centro-Oeste,734.47,950.0,3,308.48
680,2026-01-29 08:00:00,Sudeste,1213.45,1450.0,5,509.65
681,2026-01-29 09:00:00,Sul,1014.03,1050.0,3,425.89
682,2026-01-29 10:00:00,Nordeste,1148.8,1200.0,4,482.5
683,2026-01-29 11:00:00,Norte,886.58,800.0,1,425.13
684,2026-01-29 12:00:00,Centro-Oeste,987.98,950.0,2,436.67
685,2026-01-29 13:00:00,Sudeste,1495.34,1450.0,5,653.76
686,2026-01-29 14:00:00,Sul,831.87,1050.0,1,349.39
687,2026-01-29 15:00:00,Nordeste,1016.28,1200.0,3,426.84
688,2026-01-29 16:00:00,Norte,685.62,800.0,2,287.96
689,2026-01-29 17:00:00,Centro-Oeste,778.73,950.0,2,327.07
690,2026-01-29 18:00:00,Sudeste,1313.27,1450.0,5,551.57
691,2026-01-29 19:00:00,Sul,982.74,1050.0,2,412.75
692,2026-01-29 20:00:00,Nordeste,1088.3,1200.0,1,457.09
693,2026-01-29 21:00:00,Norte,589.24,800.0,1,247.48
694,2026-01-29 22:00:00,Centro-Oeste,650.12,950.0,2,273.05
695,2026-01-29 23:00:00,Sudeste,799.83,1450.0,5,335.93
696,2026-01-30 00:00:00,Sul,569.95,1050.0,4,239.38
697,2026-01-30 01:00:00,Nordeste,628.21,1200.0,1,263.85
698,2026-01-30 02:00:00,Norte,334.91,800.0,2,140.66
699,2026-01-30 03:00:00,Centro-Oeste,418.55,950.0,4,175.79
700,2026-01-30 04:00:00,Sudeste,567.55,1450.0,5,238.37
701,2026-01-30 05:00:00,Sul,440.34,1050.0,3,184.94
702,2026-01-30 06:00:00,Nordeste,635.1,1200.0,1,266.74
703,2026-01-30 07:00:00,Norte,456.08,800.0,4,191.56
704,2026-01-30 08:00:00,Centro-Oeste,571.21,950.0,4,239.91
705,2026-01-30 09:00:00,Sudeste,944.17,1450.0,5,396.55
706,2026-01-30 10:00:00,Sul,706.26,1050.0,2,296.63
707,2026-01-30 11:00:00,Nordeste,1006.01,1200.0,3,422.52
708,2026-01-30 12:00:00,Norte,593.28,800.0,2,249.18
709,2026-01-30 13:00:00,Centro-Oeste,771.47,950.0,2,324.02
710,2026-01-30 14:00:00,Sudeste,1253.74,1450.0,5,526.57
711,2026-01-30 15:00:00,Sul,833.07,1050.0,1,349.89
712,2026-01-30 16:00:00,Nordeste,1084.44,1200.0,4,455.47
713,2026-01-30 17:00:00,Norte,719.79,800.0,1,302.31
714,2026-01-30 18:00:00,Centro-Oeste,804.98,950.0,4,338.09
715,2026-01-30 19:00:00,Sudeste,1319.1,1450.0,5,554.02
716,2026-01-30 20:00:00,Sul,879.51,1050.0,1,369.39
717,2026-01-30 21:00:00,Nordeste,894.78,1200.0,2,375.81
718,2026-01-30 22:00:00,Norte,529.44,800.0,2,222.37
719,2026-01-30 23:00:00,Centro-Oeste,602.95,950.0,2,253.24
720,2026-01-31 00:00:00,Sudeste,802.16,1450.0,5,336.91
721,2026-01-31 01:00:00,Sul,535.78,1050.0,4,225.03
722,2026-01-31 02:00:00,Nordeste,554.46,1200.0,2,232.87
723,2026-01-31 03:00:00,Norte,314.5,800.0,2,132.09
724,2026-01-31 04:00:00,Centro-Oeste,410.4,950.0,3,172.37
725,2026-01-31 05:00:00,Sudeste,615.12,1450.0,5,258.35
726,2026-01-31 06:00:00,Sul,548.54,1050.0,1,230.39
727,2026-01-31 07:00:00,Nordeste,742.74,1200.0,2,311.95
728,2026-01-31 08:00:00,Norte,480.26,800.0,1,201.71
729,2026-01-31 09:00:00,Centro-Oeste,669.05,950.0,4,281.0
730,2026-01-31 10:00:00,Sudeste,1082.9,1450.0,5,454.82
731,2026-01-31 11:00:00,Sul,735.8,1050.0,2,309.04
732,2026-01-31 12:00:00,Nordeste,920.44,1200.0,1,386.58
733,2026-01-31 13:00:00,Norte,660.2,800.0,4,277.29
734,2026-01-31 14:00:00,Centro-Oeste,812.72,950.0,3,341.34
735,2026-01-31 15:00:00,Sudeste,1205.22,1450.0,5,506.19
736,2026-01-31 16:00:00,Sul,815.23,1050.0,4,342.4
737,2026-01-31 17:00:00,Nordeste,1027.16,1200.0,1,431.41
738,2026-01-31 18:00:00,Norte,704.31,800.0,1,295.81
739,2026-01-31 19:00:00,Centro-Oeste,825.09,950.0,4,346.54
740,2026-01-31 20:00:00,Sudeste,1189.87,1450.0,5,499.75
741,2026-01-31 21:00:00,Sul,779.81,1050.0,1,327.52
742,2026-01-31 22:00:00,Nordeste,890.63,1200.0,2,374.07
743,2026-01-31 23:00:00,Norte,494.41,800.0,1,207.65
744,2026-02-01 00:00:00,Centro-Oeste,465.56,950.0,4,195.54
745,2026-02-01 01:00:00,Sudeste,666.15,1450.0,5,279.79
746,2026-02-01 02:00:00,Sul,472.91,1050.0,1,198.62
747,2026-02-01 03:00:00,Nordeste,547.02,1200.0,4,229.75
748,2026-02-01 04:00:00,Norte,321.02,800.0,3,134.83
749,2026-02-01 05:00:00,Centro-Oeste,407.0,950.0,3,170.94
750,2026-02-01 06:00:00,Sudeste,782.7,1450.0,5,328.73
751,2026-02-01 07:00:00,Sul,621.37,1050.0,4,260.97
752,2026-02-01 08:00:00,Nordeste,788.09,1200.0,4,331.0
753,2026-02-01 09:00:00,Norte,511.06,800.0,2,214.64
754,2026-02-01 10:00:00,Centro-Oeste,655.38,950.0,2,275.26
755,2026-02-01 11:00:00,Sudeste,1114.0,1450.0,5,467.88
756,2026-02-01 12:00:00,Sul,855.94,1050.0,1,359.49
757,2026-02-01 13:00:00,Nordeste,994.75,1200.0,3,417.8
758,2026-02-01 14:00:00,Norte,638.72,800.0,1,268.26
759,2026-02-01 15:00:00,Centro-Oeste,820.14,950.0,1,344.46
760,2026-02-01 16:00:00,Sudeste,1223.69,1450.0,5,513.95
761,2026-02-01 17:00:00,Sul,819.78,1050.0,1,344.31
762,2026-02-01 18:00:00,Nordeste,1166.32,1200.0,2,489.85
763,2026-02-01 19:00:00,Norte,675.02,800.0,2,283.51
764,2026-02-01 20:00:00,Centro-Oeste,833.96,950.0,2,350.26
765,2026-02-01 21:00:00,Sudeste,1164.4,1450.0,5,489.05
766,2026-02-01 22:00:00,Sul,676.28,1050.0,1,284.04
767,2026-02-01 23:00:00,Nordeste,761.0,1200.0,4,319.62
768,2026-02-02 00:00:00,Norte,395.81,800.0,3,166.24
769,2026-02-02 01:00:00,Centro-Oeste,427.19,950.0,3,179.42
770,2026-02-02 02:00:00,Sudeste,653.43,1450.0,5,274.44
771,2026-02-02 03:00:00,Sul,405.9,1050.0,2,170.48
772,2026-02-02 04:00:00,Nordeste,526.11,1200.0,2,220.97
773,2026-02-02 05:00:00,Norte,355.28,800.0,1,149.22
774,2026-02-02 06:00:00,Centro-Oeste,467.41,950.0,2,196.31
775,2026-02-02 07:00:00,Sudeste,820.88,1450.0,5,344.77
776,2026-02-02 08:00:00,Sul,653.67,1050.0,3,274.54
777,2026-02-02 09:00:00,Nordeste,788.25,1200.0,1,331.06
778,2026-02-02 10:00:00,Norte,587.3,800.0,4,246.67
779,2026-02-02 11:00:00,Centro-Oeste,770.7,950.0,1,323.7
780,2026-02-02 12:00:00,Sudeste,1060.14,1450.0,5,445.26
781,2026-02-02 13:00:00,Sul,888.23,1050.0,3,373.06
782,2026-02-02 14:00:00,Nordeste,925.86,1200.0,1,388.86
783,2026-02-02 15:00:00,Norte,628.06,800.0,3,263.79
